,app_name,genre,size_bytes,rating_count,rating,overall_rc,overall_r,overall_score,genre_rc,genre_r,genre_score,success_score,app_name_length,app_name_words
70,"Yahoo Sports - Teams, Scores, News & Highlights",Sports,130583552,137951,4.0,0.046375134636511675,0.8,0.49855005385460466,0.47406493560048935,0.8888888888888888,0.7229593075735291,0.6219751434000131,47,6
71,Sniper Shooter: Gun Shooting Games,Games,113509376,134080,5.0,0.04507381644253021,1.0,0.618029526577012,0.06292457545387777,1.0,0.625169830181551,0.6219566935595084,34,5
72,OpenTable - Restaurant Reservations,Food & Drink,93420544,113936,4.5,0.03830198650205938,0.9,0.5553207946008238,0.374965032663606,0.875,0.6749860130654424,0.6211366647563641,35,3
73,GasBuddy,Travel,145240064,145549,4.5,0.04892936239106377,0.9,0.5595717449564256,0.32620773894236693,0.9,0.6704830955769469,0.6205729877977123,8,1
74,Pic Collage - Picture Editor & Photo Collage Maker,Photo & Video,109210624,123433,5.0,0.041494603109716824,1.0,0.6165978412438867,0.05710371870659959,1.0,0.6228414874826398,0.620031846675201,50,7
75,VPN Proxy Master - Unlimited WiFi security VPN,Productivity,27117568,13674,5.0,0.004596803147636919,1.0,0.6018387212590548,0.08489740167013318,1.0,0.6339589606680532,0.6195048529340039,46,7
76,Action Movie FX,Entertainment,142996480,101222,4.5,0.03402790757716134,0.9,0.5536111630308646,0.32774475139552656,0.9,0.6710979005582107,0.618228868670905,15,3
77,shopkick - Shopping Rewards & Discounts,Shopping,74822656,130823,4.5,0.04397890728267549,0.9,0.5575915629130702,0.3131392434756175,0.9,0.665255697390247,0.6168068368755175,39,4
78,Despicable Me: Minion Rush,Games,147123200,464312,4.5,0.15608825969618204,0.9,0.6024353038784729,0.2179045008811224,0.9,0.6271618003524491,0.6160348769391598,26,4
79,The CW,Entertainment,30552064,97368,4.5,0.032732304291290884,0.9,0.5530929217165164,0.3152659595135408,0.9,0.6661063838054164,0.6152503258654114,6,2
80,PewDiePie's Tuber Simulator,Games,266766336,90851,5.0,0.030541477458385383,1.0,0.6122165909833541,0.04263693768317608,1.0,0.6170547750732704,0.6148775922328081,27,3
81,"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",Weather,59101184,208648,4.0,0.0701414204437727,0.8,0.5080565681775091,0.42097872185882096,0.8888888888888888,0.7017248220768617,0.614574107822153,85,14
82,Browser and File Manager for Documents,Utilities,42198016,27750,5.0,0.009328747063545743,1.0,0.6037314988254183,0.05788002669781411,1.0,0.6231520106791256,0.6144127803449574,38,6
83,Google Photos - unlimited photo and video storage,Photo & Video,160215040,88742,5.0,0.029832492681555908,1.0,0.6119329970726224,0.041054646694652655,1.0,0.616421858677861,0.6144018709555037,49,7
84,Bruh-Button,Entertainment,52343808,17487,5.0,0.005878623419827907,1.0,0.6023514493679312,0.056620818277188484,1.0,0.6226483273108754,0.6135147322365506,11,1
85,"Shopular Coupons, Weekly Deals for Target, Walmart",Shopping,52582400,22729,5.0,0.007640832144408332,1.0,0.6030563328577633,0.05440436211489807,1.0,0.6217617448459593,0.6133443094512712,50,7
86,The Sims™ FreePlay,Games,695603200,446880,4.5,0.15022812568494853,0.9,0.6000912502739795,0.2097235551821964,0.9,0.6238894220728786,0.613180244763374,18,3
87,Blackbox - think outside the box,Games,100392960,80058,5.0,0.026913183150030457,1.0,0.6107652732600122,0.037571715853867434,1.0,0.615028686341547,0.6131101504548564,32,5
88,"Egg, Inc.",Games,53579776,79074,5.0,0.026582390821723104,1.0,0.6106329563286892,0.03710991855190879,1.0,0.6148439674207635,0.6129490124293301,9,2
89,"Shazam - Discover music, artists, videos & lyrics",Music,147093504,402925,4.0,0.13545172650735743,0.8,0.5341806906029429,0.35755835364755223,0.8888888888888888,0.6763566747923542,0.6123774819071192,49,6
90,"ipsy - Makeup, subscription and beauty tips",Lifestyle,35611648,17489,5.0,0.005879295761958613,1.0,0.6023517183047834,0.05099294688441229,1.0,0.6203971787537649,0.6122767215517233,43,6
91,"We Heart It - Fashion, wallpapers, quotes, tattoos",Social Networking,79953920,90414,5.0,0.030394570702826123,1.0,0.6121578282811304,0.030394570702826123,1.0,0.6121578282811304,0.6121578282811304,50,7
92,Flight Pilot Simulator 3D: Flying Game For Free,Games,142512128,60360,5.0,0.020291285504707067,1.0,0.6081165142018828,0.028327322303073253,1.0,0.6113309289212293,0.6098844422975234,47,8
93,"Logos Quiz -Guess the most famous brands, new fun!",Games,72567808,58640,5.0,0.019713071272299907,1.0,0.6078852285089199,0.02752011563704797,1.0,0.6110080462548192,0.6096027782691645,50,9
94,ChineseSkill -Learn Mandarin Chinese Language Free,Education,174596096,6077,5.0,0.00204291156415018,1.0,0.60081716462566,0.03735072310557403,1.0,0.6149402892422295,0.6085848831647733,50,6
95,Microsoft Word,Productivity,334425088,47999,4.5,0.016135874965878635,0.9,0.5464543499863515,0.29801012013783257,0.9,0.6592040480551331,0.6084666839241815,14,2
96,Sonic Dash,Games,186687488,418033,4.5,0.14053059896271056,0.9,0.5962122395850843,0.19618547919682935,0.9,0.6184741916787317,0.6084563132365903,10,2
97,Sworkit - Custom Workouts for Exercise & Fitness,Health & Fitness,143166464,16819,5.0,0.005654061148172103,1.0,0.6022616244592688,0.033127439896317945,1.0,0.6132509759585272,0.608305767783861,48,6
98,8 Ball Pool™,Games,86776832,416736,4.5,0.14009458509094772,0.9,0.5960378340363791,0.19557678905390216,0.9,0.618230715621561,0.6082439189082292,12,3
99,Tiny Tower - Free City Building,Games,124720128,414803,4.5,0.13944476642162038,0.9,0.5957779065686482,0.19466962016702608,0.9,0.6178678480668105,0.6079273743926374,31,5
100,Tricky Test 2™: Genius Brain?,Games,134669312,45578,5.0,0.015322004816659024,1.0,0.6061288019266636,0.021390038037267606,1.0,0.608556015214907,0.6074637692351975,29,5
101,"Ebates: Cash Back, Coupons & Rebate Shopping App",Shopping,108079104,12617,5.0,0.0042414703315587984,1.0,0.6016965881326235,0.030200177605863385,1.0,0.6120800710423453,0.6074075037329705,48,7
102,"Wayfair - Shop Furniture, Home Decor, Daily Sales",Shopping,165069824,12578,5.0,0.004228359660010031,1.0,0.601691343864004,0.030106826815134317,1.0,0.6120427307260538,0.6073846066381314,49,7
103,Productive habits & daily goals tracker,Productivity,9256960,4736,5.0,0.001592106165511807,1.0,0.6006368424662047,0.029404277776053145,1.0,0.6117617111104212,0.6067555202205238,39,5
104,Magic Piano by Smule,Music,55030784,131695,4.5,0.044272048451663305,0.9,0.5577088193806654,0.1168670283144863,1.0,0.6467468113257945,0.6066797149504863,20,4
105,Jetpack Joyride,Games,108813312,405647,4.5,0.13636678414724832,0.9,0.5945467136588993,0.19037265258904498,0.9,0.6161490610356181,0.6064280047160947,15,2
106,Headspace,Health & Fitness,121170944,12819,5.0,0.004309376886760104,1.0,0.601723750754704,0.02524886450032105,1.0,0.6100995458001284,0.6063304380296874,9,1
107,Bike Race - Top Motorcycle Racing Games,Games,120187904,405007,4.5,0.13615163466542238,0.9,0.594460653866169,0.1900722966202914,0.9,0.6160289186481166,0.6063231994962401,39,6
108,Gin Rummy Plus - Multiplayer Online Card Game,Games,178644992,36355,5.0,0.012221499080908308,1.0,0.6048885996323633,0.017061626943807622,1.0,0.606824650777523,0.6059534277622012,45,7
109,My Verizon,Utilities,150791168,126948,4.5,0.042676244404432614,0.9,0.5570704977617731,0.26478391456699485,0.9,0.645913565826798,0.6059341851975368,10,2
110,Yu-Gi-Oh! Duel Links,Games,185152512,35570,5.0,0.011957604794606202,1.0,0.6047830419178425,0.016693221575883294,1.0,0.6066772886303533,0.6058248776097235,20,3
111,ASOS,Shopping,141503488,9725,5.0,0.003269263610557923,1.0,0.6013077054442232,0.023277857431800067,1.0,0.60931114297272,0.6057095960848965,4,1
112,The Guardian,News,92966912,8176,5.0,0.0027485346303261263,1.0,0.6010994138521304,0.023092261719831215,1.0,0.6092369046879325,0.6055750338118215,12,2
113,Fit Brains Trainer,Education,188902400,46363,4.5,0.01558589910296113,0.9,0.5462343596411845,0.28495829773633846,0.9,0.6539833190945354,0.6054962873405276,18,3
114,FotoRus -Camera & Photo Editor & Pic Collage Maker,Photo & Video,119500800,32558,5.0,0.010945057545762967,1.0,0.6043780230183051,0.015062283778644847,1.0,0.6060249135114579,0.6052838127895392,50,7
115,Arrow Ambush,Games,25895936,32020,5.0,0.010764197512603053,1.0,0.6043056790050412,0.015027184561703206,1.0,0.6060108738246812,0.6052435361558433,12,2
116,Kim Kardashian: Hollywood,Games,239976448,397730,4.5,0.1337053178228486,0.9,0.5934821271291395,0.18665715539432282,0.9,0.6146628621577291,0.6051315313948639,25,3
117,Crazy Kitchen,Games,196248576,30704,5.0,0.010321796390598506,1.0,0.6041287185562394,0.01440957760095363,1.0,0.6057638310403815,0.6050280304225175,13,2
118,Romwe shopping- Fashion Clothing for women,Shopping,38983680,8558,5.0,0.002876951977290972,1.0,0.6011507807909163,0.02048451453998406,1.0,0.6081938058159936,0.6050244445547088,42,6
119,Pixel Color Ball Fell From The Sky,Entertainment,33778688,6493,5.0,0.0021827587273370278,1.0,0.6008731034909348,0.021023558819339212,1.0,0.6084094235277356,0.6050180795111753,34,7
121,Evolution Calculator - CP & XP - for Pokemon GO!,Utilities,19608576,9269,5.0,0.003115969604756955,1.0,0.6012463878419028,0.019332971800433838,1.0,0.6077331887201736,0.6048141283249517,48,7
122,Trivia Crack,Games,265484288,393469,4.5,0.1322728929133795,0.9,0.5929091571653519,0.1846574416711055,0.9,0.6138629766684423,0.6044337578920516,12,2
